référence,prix
84177250,3.11
97751481,33.76
49078453,32.46
50627873,10.72
11876148,112.0
43331625,45.74
7140318,27.04
11528302,49.43
41391455,4.4
64358779,6.75
6029448,8.55
17922157,7.87
79490011,30.28
37622642,33.16
11224546,17.03
72553289,13.03
44192521,42.01
67692427,44.67
84636137,12.4
8636554,10.48
45488237,31.91
93587577,45.42
63628836,31.35
89678392,36.51
49661337,30.9
4458845,16.11
85546454,10.2
91820245,39.49
31861280,39.5
55357328,38.97
30214149,9.01
28865011,12.71
19669647,26.98
49936631,11.14
61656482,13.1
61863119,11.18
54396175,42.55
95437482,13.91
80916460,4.53
50081652,93.88
95759036,7.21
37248072,42.56
18972148,45.42
67429183,27.32
88950338,3.41
73476232,0.86
80271895,3.7
97650155,25.02
94338410,6.78
38855615,46.62
92565012,4.23
88364007,20.29
28133535,31.6
20069298,78.04
27690124,15.54
89399895,22.82
95090115,45.79
58227237,26.1
40045503,49.92
30770242,3.79
63798987,9.51
70659193,26.85
67826133,27.03
77249441,19.69
1568770,16.48
41972179,21.27
78696026,30.19
95539190,13.4
71861588,22.33
42044320,50.81
13032762,29.34
31789820,1.78
65122126,39.22
92332695,4.18
22935464,21.65
91098263,16.17
52968072,45.25
33572957,11.76
56383619,33.46
76439559,1.66
18103967,0.36
43443606,1.85
50720019,1.9
56413751,34.35
25841423,21.09
37981393,20.97
65922124,23.34
69330226,6.3
51286727,50.76
79467031,4.57
94941651,7.12
3209268,15.21
5607985,42.44
41298220,9.78
21955852,45.82
92824697,5.76
14703828,32.82
11948692,3.06
68554538,9.83
75325115,18.64
55616380,1.34
81282465,8.02
35849478,14.94
71794085,8.67
94630889,30.19
3373540,42.67
11903315,43.71
70184792,12.91
41573773,30.43
63051231,11.09
67127834,44.14
161318,35.62
73919525,41.22
35825199,6.07
71722680,29.7
82701289,0.53
97099628,14.51
33583303,18.26
37352856,25.88
55553325,15.8
84414070,40.61
78675759,18.25
70817580,15.88
22918755,20.11
34046459,43.67
92986980,18.26
60656621,13.92
30344808,15.36
31669333,24.9
65938702,16.6
62273867,6.21
59534117,34.31
21834601,7.5
51714245,26.37
94341571,17.41
59150506,44.58
3432572,16.49
63493601,18.38
1383873,19.37
39807607,1.4
87353361,38.76
81611401,14.65
56161281,22.69
32065751,45.01
68939992,8.14
25363173,32.66
9813112,37.74
3635841,10.02
59475719,16.36
5148049,49.85
9314457,40.26
75069069,38.79
43386943,35.92
55054907,33.82
57286797,4.69
3305254,26.22
52149892,33.72
36596889,6.94
43405513,14.1
44919143,21.43
501906,49.36
17795564,13.77
11234622,5.05
55370419,22.31
33414209,12.4
47910667,11.83
68853448,34.75
9676737,16.37
75768444,86.16
67245784,32.3
53704684,6.39
2923811,6.28
22022238,4.46
15051710,49.87
71827127,15.13
86688595,12.42
91231984,28.72
43180097,5.11
92753411,2.63
54970989,4.16
13892360,30.13
68953797,27.31
48236266,2.72
95114823,43.09
63700028,1.23
90973472,40.34
6479776,0.99
85849723,1.67
13911873,9.62
17548862,44.22
62148101,40.92
26391466,5.79
46024271,50.83
87550648,0.45
28353408,20.91
8003048,24.18
18777507,16.52
39932459,6.33
87186352,4.74
84441629,2.43
64470585,21.96
53476449,14.78
57013721,30.23
40223647,17.76
96038084,9.57
35040110,2.59
84191690,28.39
95730159,8.96
22835144,10.77
78738135,2.4
36622213,2.73
98628132,19.68
41523792,38.46
56722051,34.72
98405381,26.36
8605165,2.68
81724246,8.44
66761450,5.49
52181151,36.44
66066585,41.08
94805519,0.05
46259203,21.34
60711221,49.83
79191309,24.02
94895976,3.19
56259942,11.45
97099715,29.42
55682379,29.45
47574240,10.37
33312169,10.53
16805752,2.1
28923063,49.45
60516399,19.25
64676633,8.86
36997061,5.32
43472819,19.3
4605530,9.24
92956220,14.31
51153293,25.25
90732761,12.27
91255506,47.27
58656192,14.49
51045122,24.83
57806858,41.14
45634202,11.13
17471168,20.0
19191325,8.98
70738629,19.84
19525017,2.43
24247768,39.04
97952918,2.91
62579425,10.07
71715802,5.29
31778024,29.05
50361732,83.88
49086187,50.58
12250836,173.92
18881259,46.65
12904381,5.61
22825173,15.83
75513616,50.23
36806128,15.49
83995210,39.98
88613204,6.84
89232270,22.13
81660489,2.85
11234264,21.47
85865706,19.6
82641905,45.15
34108491,21.49
24625499,49.76
38851426,42.12
78811046,46.34
80232801,33.71
38983537,41.39
1096409,49.2
9380687,22.52
58914910,46.3
62886902,17.81
28009297,16.97
82096740,74.0
94218018,14.63
94642192,38.33
41833549,45.95
89374510,45.8
68701688,35.19
44393278,47.3
76814662,19.33
85528565,45.28
20223249,14.92
24050495,12.09
58095294,45.74
89650838,45.3
36448028,0.29
14478181,25.45
65039108,12.33
26073352,15.15
31308821,2.5
86619894,37.06
19695307,26.92
97250200,18.91
86859694,14.74
89765222,9.27
51652775,17.8
26868073,44.67
65651142,35.78
73553657,24.55
96598239,48.36
30858514,49.69
88694277,11.58
33270310,24.26
67785697,9.71
77073207,27.61
76321762,20.47
59713348,32.37
21090822,11.79
64737588,25.51
79568923,10.27
67671106,27.1
15083593,7.9
887619,32.76
12162759,12.55
81865683,33.05
39007091,13.72
37608803,36.13
18251433,12.64
60330091,26.69
74635469,45.56
49075042,28.28
27126919,28.94
61193231,0.22
18902579,2.74
47186357,46.17
35399454,8.98
18319998,6.4
51760032,19.01
88685796,34.89
67267113,25.67
31634593,16.41
2945651,7.02
37060844,10.16
79651807,45.97
6908017,50.35
13940956,5.35
52166452,3.32
27795326,8.09
84570184,24.34
14909713,9.43
80229660,12.33
76942066,0.35
97986577,25.44
88630658,16.35
85982298,5.52
29344534,32.97
17991605,42.19
14152153,27.74
46079024,29.84
16128578,44.27
55145172,39.12
51864080,22.21
65097383,30.04
15090825,5.68
19442795,50.95
67209217,18.9
59137960,6.54
64886798,47.73
17655394,48.39
56190816,80.8
74171972,4.18
3407069,29.91
77697982,39.26
3222741,50.71
85505623,5.62
82368071,18.7
71139018,3.77
13745256,4.29
49968774,107.64
15433017,48.09
29582767,42.19
30503268,42.6
13392877,39.74
24687295,47.07
56020185,49.1
44618153,12.95
25385236,31.53
14119322,8.94
6308951,0.55
87409315,4.23
11186228,35.49
76239796,47.97
14917581,16.1
82659600,31.68
77644118,49.55
86158482,12.19
2966417,39.99
44259570,167.52
90732096,63.47
38757381,32.5
71413557,41.26
54247660,21.46
99629607,11.0
52196588,34.83
20466215,8.98
74133070,44.72
68181224,9.68
46777613,34.54
71999721,30.02
34061322,8.69
47641132,3.28
14942219,43.79
71380561,5.51
47300844,38.57
28165989,50.38
63855863,9.93
20557610,5.17
36917766,139.6
52977141,1.34
25261959,31.82
10811645,37.01
72567727,47.7
16154574,24.09
84290832,77.16
50675663,9.68
60720229,18.72
23232057,24.43
13604653,25.48
83235971,8.66
33543668,2.53
12552557,16.97
48133189,19.46
55111442,20.78
18794338,4.06
17429013,16.82
77949526,12.66
25699849,7.82
55213322,22.43
91856003,31.72
53416175,17.61
87560048,18.41
51116177,10.05
40735930,28.84
80993232,128.08
92957299,24.73
8609197,30.23
45954141,41.35
66960618,34.89
405472,29.81
36078673,0.1
89167430,8.65
67555830,29.38
52286100,27.64
75175155,32.18
16699779,19.33
33895360,22.39
15843220,18.09
47418180,18.08
89569015,32.89
41147636,12.08
13579239,45.86
14053812,2.33
99868745,42.1
22505778,54.68
27981846,118.2
26467737,32.63
13418769,7.86
86241306,31.73
13973445,5.03
88834522,11.34
56874480,49.43
85088565,23.05
78562720,30.14
21769379,4.05
73889020,40.02
25813977,16.13
39952409,12.32
12069824,35.12
49933122,12.48
11646440,19.66
69105699,19.19
44125568,36.6
67285256,0.7
74096948,45.28
58960160,5.96
48697671,47.17
13793253,4.0
82955474,16.85
70640560,37.85
31245478,2.79
39334847,14.84
74432106,51.49
1222273,1.76
56483088,48.08
71096478,8.9
90573950,14.47
70290189,21.93
62745035,33.19
23346050,9.13
15949037,20.58
86603300,2.95
90256790,19.97
42816573,18.68
96646722,5.31
88983523,44.6
24962204,18.7
12106398,6.09
11960514,175.8
1632603,8.24
67287846,49.78
81851213,37.02
25846726,25.91
75431230,8.45
16571839,49.3
48991012,1.1
72068996,44.26
56456938,42.6
69095086,47.91
74710882,35.84
21298748,40.68
40904972,0.73
23446483,10.28
14190081,27.15
85913976,38.36
65287246,34.61
50195963,37.49
3680807,10.14
77965726,8.88
9146105,0.87
70517993,1.01
48619291,10.97
86358374,11.11
84811668,16.02
87161943,35.06
70386497,0.02
51247439,50.52
97742821,41.15
41951303,31.93
3903782,20.58
1368759,11.12
69981888,8.75
27144722,40.41
22857706,14.56
83699314,27.25
42676753,4.18
10088921,0.44
38566373,5.04
23964697,9.18
58422208,15.07
74996229,10.68
68051281,39.49
50127496,35.92
30605241,47.82
88145425,35.61
50119177,33.99
80699800,39.48
73205617,13.58
15472566,135.64
61305534,200.2
63018842,12.7
27314361,46.86
81109437,17.0
52101792,96.0
55800590,41.51
22792370,31.27
47250529,37.76
70969255,6.7
73345579,44.41
26606278,7.91
64715091,14.19
16786841,23.85
48660829,13.21
94471113,23.77
52055668,15.26
74011426,16.93
99808527,0.3
57040122,34.29
24972177,35.31
18218918,23.05
12704651,13.84
67598620,0.62
7937222,35.66
43412672,33.09
88616194,40.31
40715872,12.35
20606996,5.66
80973311,48.91
61526839,4.19
72775313,6.57
67444819,2.28
14958687,42.7
1968122,17.86
11691424,16.34
49377262,1.31
45792119,9.78
20858640,14.44
69622373,18.4
20752631,15.65
14164275,43.4
69078446,15.5
5753492,5.72
17265953,26.06
89800775,27.97
88225013,37.49
33507400,18.57
61499462,15.86
97401444,6.37
11577978,132.92
19038048,29.54
14431533,28.4
82257580,2.6
36968091,41.58
69899382,38.17
72051017,38.57
8387117,47.52
98251118,11.25
33344976,8.4
34600151,38.92
89206563,39.78
33773591,24.53
839811,9.72
48655542,22.18
39259279,48.73
40099883,22.81
43424551,13.48
88257476,22.86
21840432,43.04
14239354,27.7
8360807,11.04
65830892,18.26
19738928,32.65
22594029,5.15
90964953,48.8
67337089,5.14
65498104,9.86
93021559,27.81
78520513,30.05
61144708,3.88
86207896,8.47
51722669,10.66
56003639,49.43
75642427,8.07
34668333,5.97
76202288,19.89
41310984,41.85
29155427,8.4
68988196,38.77
95553596,1.53
39649791,10.58
68511874,24.22
10369953,21.34
8433575,26.63
85932614,1.68
76608362,0.58
79181992,29.87
19194346,29.31
33766441,24.65
17163055,4.48
69548377,11.96
26156312,16.22
1613809,30.01
36415332,58.04
85329927,33.46
73821038,47.3
16392145,16.4
32967106,37.69
3598933,9.18
72826962,43.52
1595402,14.8
71792430,12.73
8775014,14.36
42321143,47.85
28353888,86.84
79803476,7.13
3197418,9.74
79741710,55.8
24946161,44.62
11073000,37.87
83561868,148.28
69864336,33.6
63459605,17.66
83527179,38.59
72210562,33.24
99600082,19.76
21113234,13.62
75647924,14.09
64307352,3.63
45843106,12.11
44201174,13.28
26283292,15.62
758274,20.62
7239487,30.04
45046029,15.33
49162670,2.63
1501359,15.41
34542805,36.61
85736361,50.78
86045840,48.07
97072204,5.25
45569445,8.7
60214253,26.44
68471464,23.12
75763507,10.19
62424748,31.3
91058619,11.83
40424207,24.86
73057386,19.77
28852419,14.03
17553343,41.67
90720792,126.36
44704751,2.46
95713295,9.75
91588656,0.25
93465596,15.4
96547086,64.64
39177989,1.83
85958475,28.12
84468327,0.07
61020993,8.72
3438011,12.2
8364310,50.1
82381280,17.97
30199993,5.6
64265182,12.91
9107627,19.64
97667984,12.22
35994814,39.94
60051387,9.38
40028466,50.39
39514340,6.58
52168748,42.22
59077401,29.66
26295945,16.98
16917271,3.27
67609310,46.4
7063804,32.64
9667060,17.91
31643323,34.68
75461470,13.54
5235114,38.39
5056195,40.71
45324347,35.44
20586540,18.75
55414640,46.1
56864041,42.27
38430454,42.94
18512338,37.14
66834704,50.47
58014923,12.86
44718418,12.36
15638999,17.08
6121381,4.28
93437273,35.86
68722554,26.24
16131410,40.99
6729815,21.16
8065065,37.11
37369350,104.28
86416930,39.3
49850954,44.28
87905615,12.37
73258502,36.58
3540790,24.12
42501517,32.42
49728580,36.44
2756768,15.79
37446378,38.26
14540788,2.28
31085783,46.99
75116892,17.57
18966215,5.34
4829195,8.53
16318192,48.65
29777970,16.09
75541365,12.53
91977779,34.35
55285523,25.68
40139562,26.75
54074782,44.69
19437060,42.78
74504602,31.47
95750217,6.8
38858912,7.87
50646588,31.13
6668228,14.5
97361041,0.9
84270500,36.09
67453114,16.66
44779240,28.44
59165094,24.74
21042174,32.23
60859966,8.45
8563249,6.16
51679322,18.42
46683107,38.55
90787269,35.09
28051124,31.81
98109938,39.22
89380421,9.28
46499921,13.76
81073378,9.84
28671718,23.47
21626305,47.46
41591240,6.29
3133468,6.3
86915441,17.78
4662764,37.75
10178120,0.49
66702573,2.33
31480784,30.5
5224224,26.81
88069260,21.03
10709165,5.83
10972888,8.24
30196614,15.58
65051142,44.2
37208782,11.67
23001030,51.72
95625603,43.71
31216196,38.19
82434221,1.47
93902081,14.32
15967741,31.4
36028642,13.77
86959362,4.25
311454,7.76
70029736,16.45
33588549,14.25
74698876,0.81
28834323,0.63
52835590,42.15
57697046,19.32
20865602,9.81
647717,3.54
97136653,31.87
47708329,36.67
69714271,42.92
61004831,49.54
78965768,10.83
84203650,46.64
42105375,49.34
86204196,157.76
36846559,13.09
33262387,12.29
86122327,48.32
2874036,20.96
10114213,35.25
387019,39.44
8675253,29.37
39717816,28.7
59040924,22.22
4930227,35.92
27052722,101.96
97028554,12.79
77153595,12.28
51125086,25.88
83125207,17.72
82644895,43.9
55723899,15.46
9454417,0.89
7886904,6.9
20334288,39.74
7830943,37.71
24822277,31.13
33966184,1.66
55884841,7.85
418078,48.39
49511736,146.72
10698148,3.11
63549468,30.92
36749890,23.58
39085965,30.31
33983775,3.44
84233238,37.56
27765157,11.2
70822158,16.46
98348348,3.72
9942640,7.61
54386096,35.42
27638126,48.42
55830142,45.01
59550349,15.18
28768500,5.2
91351511,3.18
7630578,194.64
31383342,29.24
13560746,42.61
5153674,33.86
26927631,0.0
46521571,7.2
59213446,4.24
4861363,26.49
32415876,14.0
21973183,7.78
57225354,21.77
57592855,48.94
95141588,0.8
98884876,37.78
60313158,201.64
96349605,12.23
72376608,7.21
35369049,21.38
15350016,3.4
86835154,3.55
71760368,33.02
67415472,63.72
25387333,12.7
85688889,22.95
5968793,8.3
45470383,11.9
93116679,17.81
90615488,32.15
18679795,5.09
55030237,1.13
70790292,18.08
77060729,30.27
82190470,12.01
45768585,28.29
99088634,34.96
22834731,9.04
45981673,44.76
42301800,97.4
85933063,41.24
80760335,35.08
29223309,34.79
99473057,47.63
23006805,25.1
30323640,32.17
99355366,6.81
23278908,38.45
64035916,10.03
91307617,21.89
79182264,9.49
66801223,29.6
38498845,10.84
44611510,38.49
211290,40.26
89678456,8.07
53204563,40.71
57418798,23.84
72950372,26.93
76795136,38.71
39128439,1.06
20114914,7.61
38009560,2.07
750926,33.96
44181293,8.88
56882781,21.47
3301553,40.3
78496746,26.56
63429217,35.13
56070609,14.29
40623516,187.44
77765088,36.5
72014999,7.8
44066402,38.37
14150967,1.62
5545839,8.66
75087076,5.61
20159315,29.69
56973032,43.95
3366785,17.74
35241946,4.53
44185800,23.62
80798728,47.69
44928158,6.99
9659382,3.63
58293041,14.68
39304486,44.7
36595202,3.97
32187526,1.9
80754116,40.87
53291590,23.11
79440725,7.19
52079403,14.63
44310537,39.28
16929920,1.18
9987437,27.38
79016791,15.74
25372650,36.41
54617427,25.62
87951650,5.98
73851106,1.64
11797529,31.89
36501219,5.6
26997318,30.48
32102839,22.78
71165449,49.22
41376739,23.28
45238591,7.44
27115820,30.93
98503986,7.87
52673407,32.28
44731307,13.32
83703297,49.68
97321686,8.13
42420944,7.16
3914145,48.65
63960007,37.12
44214412,21.71
69677314,1.15
71005896,32.2
80545036,24.56
63016979,50.24
93340017,45.43
70910461,20.21
5022547,45.25
83701546,38.96
35732944,18.63
91259840,11.79
57234574,15.06
75741033,8.99
44091022,1.88
29851726,28.1
40985018,38.66
52827965,27.53
82403715,21.22
51919860,41.83
29562158,28.43
19570483,42.25
29418073,35.14
14677645,17.87
73244710,8.82
84184989,12.74
69687501,39.9
32831266,20.23
96565351,36.66
2685495,12.86
79186242,25.53
64904230,6.76
94787147,15.86
94252242,16.2
63113163,41.18
43002043,16.09
46940160,28.66
26757424,43.57
46117285,10.24
81899789,20.94
24044033,47.19
81568611,12.74
33847780,39.86
97215784,15.59
68968790,19.8
95667280,48.23
19743728,7.6
99491648,14.78
23959373,48.86
77999402,1.05
59030066,27.52
69057585,38.73
38799745,3.86
48941635,26.0
53176223,25.75
13309305,35.83
77598569,14.51
87849775,9.25
47487475,3.41
39696378,3.65
32819808,9.78
66305240,5.39
58657843,28.25
42923072,4.54
83828329,19.39
90027299,23.01
83550079,46.74
41381042,17.22
96077547,43.75
80924891,18.91
21233345,7.1
68466551,8.35
82479976,23.58
34060884,2.42
45851416,12.9
2384695,3.94
22381606,20.56
56179483,33.64
27559852,2.57
95244210,39.12
87602979,31.88
43029285,41.89
96048564,22.97
17871010,14.0
44150574,5.1
24612283,6.87
34262877,48.99
89916556,43.62
42211838,32.28
97786243,40.44
35119609,14.7
68137717,38.11
93291571,29.86
20152183,27.78
35237658,47.02
13426766,18.59
43574348,2.74
14004644,28.66
34558527,5.89
99991556,1.26
20117485,23.4
93709090,44.57
41991454,48.23
14933475,23.71
746668,37.39
69215619,29.37
27431121,45.29
60577717,15.99
49652618,7.21
28340403,3.84
95035134,3.74
58642585,45.2
34516675,43.47
34232866,3.7
64374679,25.58
93765762,166.12
80815696,38.22
84588173,4.33
44384549,26.92
42909129,1.9
94800915,18.54
63533194,0.7
66945308,11.69
4846659,49.1
19325085,33.42
20930394,41.82
93662066,44.65
53523857,7.15
38431387,20.1
67591687,24.61
71860063,12.78
25804901,8.41
49767886,12.02
44681440,9.44
16835412,47.57
45811230,45.19
75397139,35.8
82105898,16.31
35043779,17.91
71543469,15.46
93044974,49.67
21099805,5.29
54138816,178.88
99176233,34.77
77319163,37.25
36675162,77.6
13725058,49.36
19492283,42.58
95815177,45.8
90888050,50.09
60938435,49.73
33530994,43.45
13979937,23.08
41278772,4.44
33417425,13.35
73693978,15.22
44663433,9.43
93389790,5.6
93359692,20.53
23232079,38.5
45526661,2.77
7655497,34.71
67118,15.63
33329549,27.22
61336654,44.39
64975482,114.8
19682474,5.83
5067484,24.71
19393836,1.14
10852943,23.61
37611546,5.23
24019365,35.51
88391860,26.94
52130529,44.82
45985854,36.87
41841571,3.76
40017645,49.4
13322795,25.26
17362827,37.61
26565847,6.76
85576976,32.29
69024918,49.42
90375137,43.39
25750851,0.04
12193524,23.15
20641226,0.29
73532418,16.73
92921909,1.92
66600631,41.29
10150748,17.92
37581839,28.42
21724273,31.39
38278355,9.24
5374968,13.6
51951699,36.58
91901596,34.91
16192681,43.29
78329287,20.75
45073151,12.34
93649348,26.43
74178473,7.43
78097343,40.53
44824944,29.72
49142980,24.25
87534802,4.52
62679224,38.22
31781674,11.38
39512770,47.75
90166541,39.69
2365647,26.44
11312180,42.56
48773197,17.5
45283448,2.18
19040057,45.17
24449544,57.03
27784470,13.21
1938975,26.82
20038979,24.86
5083718,37.16
52738717,24.91
7783773,37.63
4074115,50.23
55948295,26.51
69819639,8.64
28484266,23.95
42567803,10.3
95081125,18.04
54556416,50.36
24194187,19.25
91791417,7.88
56494954,8.89
54946097,10.09
30436748,28.34
49586450,3.82
70754996,8.34
8148973,9.84
84221930,4.22
63599950,35.7
16743222,100.52
68583844,16.87
95193885,27.04
29161489,1.56
82274806,49.79
23887592,43.48
57561625,48.6
38366147,25.12
69430720,27.07
75174950,38.04
10117370,41.96
7769090,14.81
20069437,18.46
76740651,43.06
81086443,48.32
18092020,38.79
77655228,3.04
31442005,3.66
80903467,21.19
15902844,48.17
21846344,15.94
9992429,7.67
57248457,3.68
38338678,1.73
65122024,21.45
81603418,18.88
71518067,11.77
50090296,15.44
33075764,41.61
83643401,25.36
28314609,27.17
65973357,40.96
60287907,31.4
92064169,16.66
34841445,24.01
21252638,8.04
8405384,43.31
18746180,7.06
11638701,11.74
814354,41.92
93778652,1.17
60822255,22.16
46565233,48.03
7084113,37.24
51482181,46.13
30864623,11.11
88534462,7.17
14984168,35.28
49380632,13.69
94582955,20.31
21534066,151.56
40171998,38.14
8140964,5.92
8875736,29.83
46688022,185.72
62483734,17.9
51938663,7.68
99149072,49.65
50618154,49.68
96334731,30.1
8868783,12.67
59668089,49.93
14427860,11.0
6420992,10.63
84578636,9.07
7185431,7.05
61238128,10.69
2582461,7.86
6844228,12.78
89985030,36.49
15277984,26.74
91776468,12.68
84320411,13.59
67516788,42.63
40811446,46.89
64385133,19.19
74896589,10.68
69645403,25.69
69246017,33.9
51847390,12.0
96481148,5.82
8914846,27.3
47309612,16.13
55446961,5.13
66887628,8.18
97652214,18.36
728894,18.87
79260602,47.18
21376679,34.58
66087060,26.99
89654344,45.14
11639896,4.54
48249868,49.83
94795002,150.16
73028001,39.65
72009819,4.09
31708036,6.51
46058390,10.81
75903584,2.5
35426174,5.25
12290095,35.01
91018749,19.3
81818031,10.12
56230112,46.06
31124538,146.84
9998913,24.85
22286475,11.55
37584187,10.4
63340380,166.96
98918495,6.31
37597743,14.44
52517461,48.28
58812513,28.15
60622106,25.67
83855513,10.19
69647703,29.95
82656193,24.49
84602821,24.22
17179870,39.33
94262326,32.6
35447023,28.56
61607490,5.7
53189344,12.73
90519288,45.24
75134461,44.47
76764916,1.86
99815145,23.61
59911364,16.62
15311271,34.88
74227554,36.72
22596331,11.7
27666088,15.98
51261529,49.63
77162446,39.79
76517928,24.28
10812611,31.45
16446306,11.19
80836034,14.81
99002888,39.13
47965497,32.12
97886183,15.43
2250427,21.54
28807621,9.96
50657683,38.85
43913269,36.94
46516663,40.08
8700296,42.27
85988205,12.24
87327304,45.14
16310379,22.66
6181416,201.2
12336173,35.35
91886971,22.35
99365827,0.04
60061893,11.25
33349329,5.69
10303269,28.48
95571197,8.68
3042677,28.91
76317304,1.79
96742787,36.56
66813372,35.32
72991715,22.34
6102187,8.25
59098638,40.17
74466644,4.66
377961,30.07
36512843,9.13
79657998,8.29
1451165,1.73
15448017,28.53
93983367,32.32
81386144,8.55
93431069,29.64
35828694,29.88
46015331,27.49
16872339,20.96
19988917,21.93
62855017,14.93
49151112,9.48
50141518,5.55
30513212,44.76
80727396,24.22
46133187,21.47
47729834,21.67
37607556,6.1
96688993,42.95
49569635,8.32
14083897,21.9
4808038,18.22
68597963,7.28
34664340,34.25
35755582,7.82
4050643,47.78
8995168,11.15
64032442,23.71
61173879,4.89
41412615,4.09
99828734,43.51
8628839,24.12
26259344,0.83
38384749,0.49
63678842,21.35
93128541,2.97
9234530,44.3
68291604,196.4
48986338,18.03
28271161,33.96
19445919,17.39
4466143,8.3
89685267,12.02
45864539,8.95
66893937,44.17
42414862,15.21
36717688,2.46
86877398,29.38
18744478,35.37
18297255,44.45
68337624,34.37
58297000,47.1
20156088,8.88
70928458,15.55
75237269,38.41
27696402,179.56
61534178,13.94
54074551,42.42
19244551,18.08
37081424,38.08
37801583,43.62
43960880,29.02
79430332,11.93
76201728,24.48
20455412,28.84
29487064,17.03
89061959,11.12
54781742,26.1
66011787,16.43
15662363,24.28
9656520,32.11
15450151,27.79
31818618,81.52
1764818,29.06
47076090,22.63
28380961,15.07
24232731,31.09
2923225,1.86
1431412,31.19
88612360,45.75
46618753,38.96
10281775,5.54
93479912,40.76
20919399,32.52
32562954,102.96
92398830,20.76
51383370,0.24
41319416,13.73
66809452,22.87
74117908,35.29
2966664,38.84
67921822,18.6
49777516,4.96
7488324,71.72
30289638,11.05
43203603,34.02
9124443,31.1
92331827,16.11
30646858,20.2
64041501,29.01
22969494,107.28
95235748,50.63
6297897,1.02
60722919,18.15
4871077,5.28
24554695,33.78
27141190,15.83
76194841,40.11
42738256,8.2
72843994,7.62
12658830,19.03
60720144,26.33
2635002,130.44
32609757,50.42
45534663,30.23
99928594,0.75
13721004,118.12
3898459,16.2
79598846,8.56
96954748,5.34
17626113,33.15
52676471,41.32
80111402,8.04
371407,32.25
8236651,26.42
56020060,15.42
56135217,41.32
79718368,49.85
42700758,48.77
8316772,2.7
14322219,23.71
18795852,139.92
41097573,49.31
98453912,4.19
62111986,49.42
64706027,43.34
5650566,2.54
59199014,2.63
52195948,2.72
68002961,49.96
87968837,21.66
50970193,9.58
65678112,18.16
66349852,34.06
96250443,7.76
33005712,24.32
60776917,29.72
50585115,9.06
9806170,20.11
98681766,27.56
7420440,50.19
77717476,17.74
24882725,8.71
93541011,4.79
34980908,11.24
41088481,13.46
84906074,13.78
56725539,35.89
12857866,15.31
11262535,24.63
38563569,5.92
35288737,11.07
20515708,29.65
53617411,41.31
28506839,16.58
38134162,16.57
47338905,50.16
53211761,44.98
69959996,41.09
63273761,32.28
45134380,19.44
66854936,11.18
41541613,20.4
72770366,24.46
23010058,34.04
83521584,90.8
99762102,162.44
26762882,12.31
20221248,36.51
15039143,5.66
18567096,49.07
74421666,9.28
15751116,110.44
88505624,10.37
98303427,47.61
23593481,0.97
47948293,16.31
36213939,3.11
14700663,35.89
83597501,26.37
43752596,50.21
49134611,22.96
20115461,3.31
27360840,2.23
7641476,13.5
80875842,37.43
53074028,0.78
38900173,32.76
96673382,35.78
70105762,4.98
55742180,22.58
99879358,42.3
99461874,45.37
68068859,4.31
65990931,32.09
98835353,2.86
48425371,10.45
86261084,0.58
15123112,47.78
25427788,6.31
61458564,45.46
83356614,128.8
19079910,97.04
20947897,15.14
45298658,25.24
27232295,23.69
3717188,30.59
44731327,16.01
80345942,32.55
76318140,34.09
45730355,25.11
55187303,40.86
28474905,23.65
81589599,11.69
13273399,30.18
44610369,36.28
90614891,36.47
86922928,37.7
48388971,42.07
99364388,21.27
80685202,41.84
99992310,31.47
32741071,15.83
89243549,25.46
78237353,6.01
5237222,31.19
87990037,48.99
55361406,14.73
39122395,41.05
8711481,3.97
24561175,43.14
68096329,1.22
8199273,18.55
71719076,7.58
72313305,0.36
4236206,38.95
82706929,18.34
91143625,45.46
33893116,18.5
25813740,4.23
84135271,11.29
19279402,49.03
78596450,1.45
45030881,7.25
12332775,13.7
48814589,35.02
24085689,13.44
71765233,34.45
4864051,48.6
34177922,41.95
56826127,30.83
19861578,115.24
3316577,3.18
99282411,47.18
40200721,6.24
11699489,46.42
67351373,40.99
25682308,39.02
53008452,37.28
49983000,2.17
26192194,12.05
18006019,8.37
31028750,23.69
41702262,6.91
61633955,31.86
39190236,42.9
67871784,40.4
25367881,1.82
74165417,40.47
63218249,22.58
91453027,24.27
79275989,27.5
90112233,1.72
90570817,5.14
3691158,22.63
67209643,10.76
58816022,33.83
14197132,4.53
48472335,32.68
76950957,36.97
86283919,8.97
54128693,12.07
94744077,13.25
32770404,68.36
88835163,47.07
25319155,17.41
14725177,5.0
45507489,3.94
57643698,14.84
80769329,5.24
27968571,27.13
40328495,13.06
50797764,111.16
92443131,28.0
23543099,12.5
43655273,3.92
7309676,16.63
13998783,0.03
83937461,46.74
75928444,49.33
81253411,48.27
7153048,11.17
6187253,10.26
97119524,18.54
48072588,13.28
88359673,12.48
89298848,6.11
19019857,35.17
35369111,45.55
44961773,31.93
29212260,12.71
51699604,42.44
97712876,10.58
45579300,21.03
85860049,42.08
707759,23.64
70929670,7.33
8761960,29.71
64554955,12.94
31103354,22.13
66325369,29.21
33237276,46.14
70424300,19.18
76589619,45.14
75753653,47.56
57612786,6.58
83202821,17.71
66977993,21.46
94035216,46.09
98643492,65.68
91173287,13.66
56553346,38.45
11151463,42.05
2358132,16.04
49815733,44.58
10363788,89.12
58051851,8.8
76106001,5.39
64206407,0.51
